# File generated by CMD 3.6 (http://stev.oapd.inaf.it/cmd) on Mon Nov  8 14:46:32 CET 2021
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods are from Trabucchi et al. (2021)
# Photometric system: Gaia EDR3 (all Vegamags, Gaia passbands from ESA/Gaia website)
# Attention: photometry includes extinction of Av=0.55, with coefficients derived star-by-star, for Cardelli et al 89 + O'Donnell 94 Rv=3.1 extinction curve.
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPmag  G_RPmag
0.01 -0.17553 9.39794 0.5500000119 2.2836582661    0.550 -1.235  3.5870  4.713    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.34e-15      0.00 7.293e-01 2.610e-01 1.760e-03 4.748e-04 4.307e-03 -1.000 9.738e-03 7.857 8.707 9.754 7.694
0.01 -0.17553 9.39794 0.6000000238 2.3211214542    0.600 -1.065  3.6122  4.682    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -6.36e-15      0.00 7.302e-01 2.600e-01 1.754e-03 4.733e-04 4.293e-03 -1.000 9.760e-03 7.433 8.180 9.112 7.227
0.01 -0.17553 9.39794 0.6499999762 2.3520355225    0.650 -0.898  3.6414  4.666    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -9.17e-15      0.00 7.311e-01 2.591e-01 1.749e-03 4.719e-04 4.281e-03 -1.000 9.756e-03 7.014 7.646 8.448 6.765
0.01 -0.17553 9.39794 0.7000000477 2.3779268265    0.700 -0.739  3.6702  4.655    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.29e-14      0.00 7.321e-01 2.582e-01 1.744e-03 4.706e-04 4.269e-03 -1.000 9.710e-03 6.617 7.138 7.821 6.332
0.01 -0.17553 9.39794 0.7437009215 2.3973085880    0.744 -0.609  3.6929  4.642    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.71e-14      0.00 7.330e-01 2.573e-01 1.718e-03 4.686e-04 4.256e-03 -1.000 9.706e-03 6.292 6.746 7.356 5.992
0.01 -0.17553 9.39794 0.7500000000 2.3998889923    0.750 -0.591  3.6960  4.640    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.78e-14      0.00 7.332e-01 2.571e-01 1.715e-03 4.683e-04 4.255e-03 -1.000 9.641e-03 6.247 6.693 7.294 5.946
0.01 -0.17553 9.39794 0.7829675674 2.4126186371    0.783 -0.499  3.7103  4.624    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -2.19e-14      0.00 7.341e-01 2.562e-01 1.709e-03 4.669e-04 4.242e-03 -1.000 9.631e-03 6.017 6.433 6.994 5.716
0.01 -0.17553 9.39794 0.7978261113 2.4179618359    0.798 -0.458  3.7166  4.616    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1  -2.4e-14      0.00 7.346e-01 2.558e-01 1.707e-03 4.662e-04 4.236e-03 -1.000 9.625e-03 5.916 6.321 6.866 5.616
0.01 -0.17553 9.39794 0.8456522226 2.4337043762    0.845 -0.332  3.7352  4.589    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -3.22e-14      0.00 7.363e-01 2.541e-01 1.697e-03 4.636e-04 4.213e-03 -1.000 9.580e-03 5.599 5.978 6.478 5.309
0.01 -0.17553 9.39794 0.8890475035 2.4463160038    0.888 -0.221  3.7503  4.561    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -4.19e-14      0.00 7.383e-01 2.522e-01 1.685e-03 4.606e-04 4.185e-03 -1.000 9.497e-03 5.322 5.689 6.154 5.051
